Id,Назва організації,Назва програми,Тип програми,Назва етапу,Номер етапу,Обсяг,ProgramAmountUnitOfMeasure,Дата відправлення реєстру,Сформував,Статус,Область,Район,Населений пункт,Реєстраційний номер заявки,Дата рєстрації заявки,Реєстраційний номер,Дата реєстрації,Назва або ПІБ сільгосвиробника,Тип особи,Податковий номер,IBAN рахунку для виплат,Обсяг підтримки
180,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[3.0] Cтворення ланцюжків доданої вартості - виноробство,Надання грантів в рамках міжнародної фінансової допомоги,Затвердження Грантового проєкту,Етап 3,56008,грн.,2023-02-20 11:09:56.234414,Мельник Віктор Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z575-00851,2023-02-20 10:48:01.355487,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,234324234234234234234234234,56008
181,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[4.0] Cтворення ланцюжків доданої вартості - виноробство,Надання грантів в рамках міжнародної фінансової допомоги,Затвердження Грантового проєкту,Етап 3,34543,грн.,2023-02-27 10:36:16.946802,Мельник Віктор Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z607-00885,2023-02-27 10:27:43.385315,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,234324234234234234234234234,34543
127,Укрдержфонд,обов'язкове поле 1,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 2,372000,грн.,2022-10-13 10:52:21.631455,Мельник Антон Назарович,Затверджено,,,,Z210-00427,2022-10-12 10:20:17.841831,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,372000
182,Укрдержфонд,1 так/ 2 так - возможность менеджеру этапа програмы корректировать количество единиц,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,789,грн.,2023-03-03 15:05:00.549879,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z268-00521,2022-11-07 17:27:07.651460,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,123123123123123123123123213,789
183,FAO,"[PRD2]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ (",Надання грантів в рамках міжнародної фінансової допомоги,Затвердження Грантового проєкту,Етап 3,1234,грн,2023-03-10 14:37:41.929234,Мельник Антон  Петрович,Затверджено,,,,Z690-01001,2023-03-10 13:36:42.314975,2020-000015,2020-02-17 11:05:47.059000,УС ВАЛЕНТИНА СТЕПАНІВНА,Фізична особа,2404408042,234234324324234322332423432,1234
184,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[6.0] Cтворення ланцюжків доданої вартості - виноробство,Надання грантів в рамках міжнародної фінансової допомоги,Затвердження Грантового проєкту,Етап 3,670000,грн.,2023-03-20 10:14:36.606579,Мельник Віктор Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z712-01045,2023-03-20 09:38:25.929587,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,234324234234234234234234234,670000
185,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[а150] Вам потрібна згідно умов Програми,Надання грантів в рамках міжнародної фінансової допомоги,Затвердження Грантового проєкту,Етап 3,925000,грн.,2023-03-21 09:30:26.445821,Мельник Віктор Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z717-01048,2023-03-21 08:45:30.167875,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,234324234234234234234234234,925000
186,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1231213,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),123,Етап 1,123123,грн.,2023-03-21 10:32:52.006438,Мельник Віктор Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z721-01051,2023-03-21 10:24:42.810549,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,234324234234234234234234234,123123
187,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""","Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - виноробство",Надання грантів в рамках міжнародної фінансової допомоги,Затвердження Грантового проєкту,Етап 3,250000,грн.,2023-03-21 12:01:49.504080,Коваленко Петро Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,,,Z704-01050,2023-03-21 09:19:58.770996,2020-000005,2020-10-01 14:59:59.498000,ІВАНІВ ГАННА БОГДАНІВНА,ФОП,3062808986,123123123213123213123123213,250000
188,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,34234.05,грн.,2023-03-22 10:58:06.424400,Мельник Віктор Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z722-01057,2023-03-22 10:52:30.665561,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,234324234234234234234234234,34234.05
189,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,234,грн.,2023-03-22 11:15:42.273565,Мельник Віктор Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z725-01058,2023-03-22 11:13:00.231539,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,234324234234234234234234234,234
190,FAO,"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ ",Надання грантів в рамках міжнародної фінансової допомоги,Затвердження Грантового проєкту,Етап 3,1000,грн,2023-03-24 15:31:53.664294,Мельник Антон  Петрович,Затверджено,,,,Z729-01071,2023-03-24 15:04:41.212455,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,1000
191,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[7.0] Cтворення ланцюжків доданої вартості - виноробство,Надання грантів в рамках міжнародної фінансової допомоги,Затвердження Грантового проєкту,Етап 3,45000,грн.,2023-03-28 12:43:34.187230,Мельник Віктор Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z733-01073,2023-03-28 12:32:25.501414,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,234324234234234234234234234,45000
192,FAO,"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ (",Надання грантів в рамках міжнародної фінансової допомоги,Затвердження Грантового проєкту,Етап 3,1234,грн,2023-03-29 09:22:56.104349,Мельник Антон  Петрович,Затверджено,ВОЛИНСЬКА ОБЛАСТЬ,,,Z734-01076,2023-03-29 08:14:34.787987,2020-000395,2020-03-13 17:14:34.940000,"ФЕРМЕРСЬКЕ ГОСПОДАРСТВО "" БОМІС""",Юридична особа,37029376,234324324324324234234234234,1234
193,FAO,"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ (",Надання грантів в рамках міжнародної фінансової допомоги,Затвердження Грантового проєкту,Етап 3,1234,грн,2023-03-29 13:22:27.927454,Мельник Антон  Петрович,Затверджено,ЗАПОРІЗЬКА ОБЛАСТЬ,,,Z734-01077,2023-03-29 12:53:05.189858,2021-000983,2021-02-07 22:40:55.574000,Погорілий Арнольд Юрійович,ФОП,3422509759,234234234234234234242342342,1234
194,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[LST] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,123213,грн.,2023-03-30 13:33:16.656582,Мельник Віктор Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z724-01079,2023-03-30 13:27:55.730909,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,234324234234234234234234234,123213
195,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[8.0] Cтворення ланцюжків доданої вартості - виноробство,Надання грантів в рамках міжнародної фінансової допомоги,Затвердження Грантового проєкту,Етап 3,23420,грн.,2023-04-03 13:29:41.152442,Мельник Віктор Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z746-01086,2023-04-03 13:14:53.332567,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,234324234234234234234234234,23420
196,FAO,"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ((",Надання грантів в рамках міжнародної фінансової допомоги,Затвердження Грантового проєкту,Етап 3,10000,грн.,2023-04-04 09:13:42.017354,Мельник Антон  Петрович,Затверджено,,,,Z750-01087,2023-04-04 08:45:26.542100,2020-000015,2020-02-17 11:05:47.059000,УС ВАЛЕНТИНА СТЕПАНІВНА,Фізична особа,2404408042,234234324324234322332423432,10000
197,FAO,"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ!",Надання грантів в рамках міжнародної фінансової допомоги,Затвердження Грантового проєкту,Етап 3,1000,грн.,2023-04-05 08:13:09.814054,Мельник Антон  Петрович,Затверджено,,,,Z767-01093,2023-04-05 07:09:09.887158,2020-000015,2020-02-17 11:05:47.059000,УС ВАЛЕНТИНА СТЕПАНІВНА,Фізична особа,2404408042,234234324324234322332423432,1000
123,Укрдержфонд,[wf 10.10 v5.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,118656.9,грн.,2022-10-12 09:19:03.091989,Мельник Антон Назарович,Затверджено,,,,Z227-00422,2022-10-11 14:10:41.091433,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,54000
123,Укрдержфонд,[wf 10.10 v5.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,118656.9,грн.,2022-10-12 09:19:03.091989,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z227-00424,2022-10-11 14:13:14.349364,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,234234324324242377777777777,54656.9
123,Укрдержфонд,[wf 10.10 v5.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,118656.9,грн.,2022-10-12 09:19:03.091989,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z227-00426,2022-10-11 14:15:06.812315,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,523423423466666666666666666,10000
198,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,35000,грн.,2023-04-11 13:08:31.464685,Мельник Віктор Петрович,Затверджено,СУМСЬКА ОБЛАСТЬ,БІЛОПІЛЬСЬКИЙ РАЙОН,МИКОЛАЇВКА,Z725-01111,2023-04-11 13:01:22.318609,2023-002831,2023-04-07 08:58:22.427419,Панасенко Николай Сергійович,ФОП,3359714431,565656565656676676767878787,35000
199,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,Бюджетна дотація за утримання корів (Копія 3),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,123123,грн.,2023-04-12 14:40:34.354234,Мельник Віктор Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z819-01121,2023-04-12 14:33:37.790506,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,234324234234234234234234234,123123
200,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,тест вручну,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),76875857,Етап 3,7045,грн.,2023-04-25 16:17:47.053808,Мельник Віктор Петрович,Затверджено,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,РОМАНІВ,Z843-01136,2023-04-25 15:46:28.405919,2020-000018,2020-02-21 14:17:35.602000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОМАНІВ""",Юридична особа,30740160,555555555555555555555555555,345
200,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,тест вручну,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),76875857,Етап 3,7045,грн.,2023-04-25 16:17:47.053808,Мельник Віктор Петрович,Затверджено,ХАРКІВСЬКА ОБЛАСТЬ,ЛОЗІВСЬКИЙ РАЙОН,,Z843-01138,2023-04-25 15:52:50.102486,2023-002868,2023-04-25 12:19:35.970268,БУРЛУЦЬКИЙ ІВАН ІВАНОВИЧ,ФОП,2038200754,234234234234234234234234234,6700
201,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,тест копія,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,13553,грн.,2023-04-25 16:20:53.056901,Мельник Віктор Петрович,Затверджено,ХАРКІВСЬКА ОБЛАСТЬ,ЛОЗІВСЬКИЙ РАЙОН,,Z842-01139,2023-04-25 15:53:21.125918,2023-002868,2023-04-25 12:19:35.970268,БУРЛУЦЬКИЙ ІВАН ІВАНОВИЧ,ФОП,2038200754,234234234234234234234234234,12321
201,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,тест копія,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,13553,грн.,2023-04-25 16:20:53.056901,Мельник Віктор Петрович,Затверджено,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,РОМАНІВ,Z842-01135,2023-04-25 15:45:52.620201,2020-000018,2020-02-21 14:17:35.602000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОМАНІВ""",Юридична особа,30740160,555555555555555555555555555,1232
202,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,кокококо,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,26544,грн.,2023-04-27 11:17:25.650687,Вітер Пред орг Хлібні традиції 993939390000399,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z856-01144,2023-04-27 11:06:07.950440,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,234324234234234234234234234,3423
202,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,кокококо,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,26544,грн.,2023-04-27 11:17:25.650687,Вітер Пред орг Хлібні традиції 993939390000399,Затверджено,,,,Z856-01145,2023-04-27 11:10:05.671890,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,23121
203,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,кокококо,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,435435,грн.,2023-04-27 12:46:37.246552,Вітер Пред орг Хлібні традиції 993939390000399,Затверджено,ОДЕСЬКА ОБЛАСТЬ,БІЛЯЇВСЬКИЙ РАЙОН,ВЕЛИКИЙ ДАЛЬНИК,Z856-01147,2023-04-27 12:23:08.016199,2023-002899,2023-04-27 09:18:24.458444,ДЕРЖАВНЕ ПІДПРИЄМСТВО ДЕРЖАВНЕ ПІДПРИЄМСТВО ДОСЛІДНЕ ГОСПОДАРСТВО ЮЖНИЙ СЕЛЕКЦІЙНО-ГЕНЕТИЧНОГО ІНСТИТУТУ-НАЦІОНАЛЬНОГО ЦЕНТРУ НАСІННЄЗНАВСТВА ТА СОРТОВИВЧЕННЯ,Юридична особа,05528906,789789789879789879797897897,435435
204,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,12312,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),123,Етап 1,12300,грн.,2023-04-27 15:42:49.166560,Вітер Пред орг Хлібні традиції 993939390000399,Затверджено,,,,Z863-01149,2023-04-27 15:31:27.382454,2023-002892,2023-04-27 08:14:04.353545,Вітер фермер 993939390000399,Фізична особа,993939390000399,345345435345435354353453453,12300
206,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,21435,грн.,2023-05-18 09:53:54.096955,Мельник Віктор Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z725-01188,2023-05-18 09:46:43.041227,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОСЬ""",Юридична особа,03374758,234324234234234234234234234,123
206,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,21435,грн.,2023-05-18 09:53:54.096955,Мельник Віктор Петрович,Затверджено,ХАРКІВСЬКА ОБЛАСТЬ,ЛОЗІВСЬКИЙ РАЙОН,,Z725-01141,2023-04-25 15:54:45.221173,2023-002868,2023-04-25 12:19:35.970268,БУРЛУЦЬКИЙ ІВАН ІВАНОВИЧ,ФОП,2038200754,234234234234234234234234234,21312
208,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[LST] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,36613,грн.,2023-06-06 09:37:52.008482,Мельник Віктор Петрович,Затверджено,,,,Z724-01189,2023-05-18 13:43:21.493531,2020-000015,2020-02-17 11:05:47.059000,УС ВАЛЕНТИНА СТЕПАНІВНА,Фізична особа,2404408042,234234324324234322332423432,23400
208,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[LST] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,36613,грн.,2023-06-06 09:37:52.008482,Мельник Віктор Петрович,Затверджено,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,РОМАНІВ,Z724-01137,2023-04-25 15:47:25.966890,2020-000018,2020-02-21 14:17:35.602000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОМАНІВ""",Юридична особа,30740160,555555555555555555555555555,13213
209,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,329621.45,грн.,2023-06-21 12:54:47.375776,Мельник Віктор Петрович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,U944-01234,2023-06-21 10:48:54.985111,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,123213213123123435634534534,6409.87
209,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,329621.45,грн.,2023-06-21 12:54:47.375776,Мельник Віктор Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,U944-01233,2023-06-21 10:32:46.066520,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,234324234234234234234234234,323211.58
210,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[LST-2] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,31800,грн.,2023-06-22 13:19:45.749528,Мельник Віктор Петрович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,U945-01235,2023-06-21 10:51:37.716074,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,123213213123123435634534534,31800
212,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,135751,грн.,2023-06-26 11:37:24.808044,Мельник Віктор Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,U944-01248,2023-06-26 09:54:34.097494,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,234324234234234234234234234,44440
212,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,135751,грн.,2023-06-26 11:37:24.808044,Мельник Віктор Петрович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,U944-01243,2023-06-26 09:25:32.480568,2022-001034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,123213213123123435634534534,56756
