NameProgram,TypeProgram,LegalForm,Id,Region,District,DrfoCode,CreateAt,organization,DesiredAmount,ProvidedAmount,Area,LandParcelCount,QuantityAnimal,AnimalCount
F2_ФАО_Техніка для рукавів_ШАБЛОН,Інші,Юридична особа,86,ВІННИЦЬКА ОБЛАСТЬ,ВІННИЦЬКИЙ РАЙОН,37261942,2022-11-03,Укрдержфонд,15,0,,0,,0
F2_ФАО_Техніка для рукавів_ШАБЛОН,Інші,Юридична особа,395,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,37029376,2022-11-03,Укрдержфонд,7,0,894.9453000000002,1252,,0
F2_ФАО_Техніка для рукавів_ШАБЛОН,Інші,Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2022-11-03,Укрдержфонд,56,0,27.814999999999998,10,,0
F3,Інші,ФОП,989,ПОЛТАВСЬКА ОБЛАСТЬ,ПОЛТАВСЬКИЙ РАЙОН,3485105071,2022-11-16,Укрдержфонд,150,0,171.5475,72,,0
F3,Інші,Юридична особа,88,ОДЕСЬКА ОБЛАСТЬ,БЕРЕЗІВСЬКИЙ РАЙОН,0376930433,2022-11-16,Укрдержфонд,6,0,5852.054400000011,997,,0
F3,Інші,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-11-07,Укрдержфонд,89,0,129.2039,120,97,97
F3,Інші,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-11-10,Укрдержфонд,23,9,129.2039,120,97,97
"FINAL TEST Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - Ягідництво ",Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),Фізична особа,15,МИКОЛАЇВСЬКА ОБЛАСТЬ,БАШТАНСЬКИЙ РАЙОН,2404408042,2023-12-22,FAO,0,0,12.8609,3,2,2
Grant application form for SAR 4.0 wine,Надання грантів в рамках міжнародної фінансової допомоги,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2023-01-13,Укрдержфонд,9000,5600,0.7261,1,5,5
Grant application form for SAR 4.0 wine,Надання грантів в рамках міжнародної фінансової допомоги,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2023-01-13,Укрдержфонд,2300,6000,1231.7339299999974,704,206,206
Grant application form for SAR 4.0 wine,Надання грантів в рамках міжнародної фінансової допомоги,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-01-13,Укрдержфонд,5745,2500,129.2039,240,97,194
Grant application form for SAR 4.0 wine,Надання грантів в рамках міжнародної фінансової допомоги,Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-01-13,Укрдержфонд,25000,0,27.814999999999998,10,,0
Grievance form for SAR,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-02-27,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,230000,0,129.2039,120,97,97
IMP / EXP,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-07-31,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,234,0,129.2039,120,97,97
Needs assessment for rehabilitation of soil affected by mines and explosive remnants of the war,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),Фізична особа,15,МИКОЛАЇВСЬКА ОБЛАСТЬ,БАШТАНСЬКИЙ РАЙОН,2404408042,2023-07-27,FAO,0,0,12.8609,3,2,2
Needs assessment for rehabilitation of soil affected by mines and explosive remnants of the war,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),Фізична особа,3178,ВІННИЦЬКА ОБЛАСТЬ,ГАЙСИНСЬКИЙ РАЙОН,873465346834785,2023-08-08,FAO,0,0,,0,,0
Needs assessment for rehabilitation of soil affected by mines and explosive remnants of the war,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-07-27,FAO,0,0,27.814999999999998,10,,0
SAR2-17-2,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-06-15,Укрдержфонд,23424,0,129.2039,48,97,97
SAR2-208 v1.0,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2022-11-29,Укрдержфонд,456546,0,0.7261,1,5,5
SAR2-208 v1.0,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2022-11-29,Укрдержфонд,234324,0,1231.7339299999974,704,206,206
SAR2-208 v1.0,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-11-29,Укрдержфонд,45600.01,0,129.2039,120,97,97
SAR2-384,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2022-11-29,Укрдержфонд,34535,0,0.7261,1,5,5
SAR2-384,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2022-12-01,Укрдержфонд,1231,0,0.7261,1,5,5
SAR2-384,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,989,ПОЛТАВСЬКА ОБЛАСТЬ,ПОЛТАВСЬКИЙ РАЙОН,3485105071,2022-11-30,Укрдержфонд,234,0,171.5475,72,,0
SAR2-384,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2022-11-29,Укрдержфонд,533453,0,1231.7339299999974,704,206,206
SAR2-384,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2022-11-30,Укрдержфонд,123,0,1231.7339299999974,704,206,206
SAR2-384,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2022-12-06,Укрдержфонд,34543,0,1231.7339299999974,704,206,206
SAR2-384,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-11-29,Укрдержфонд,2342,0,129.2039,120,97,97
SAR2-384,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-12-06,Укрдержфонд,123123,0,129.2039,120,97,97
SAR2-6 га,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2022-12-01,Укрдержфонд,654,0,0.7261,1,5,5
SAR2-6 га,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2022-12-01,Укрдержфонд,2133,0,1231.7339299999974,704,206,206
SAR2-6 ка,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2022-12-01,Укрдержфонд,123,0,0.7261,1,5,5
SAR2-6 ка,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2022-12-01,Укрдержфонд,1323,0,1231.7339299999974,704,206,206
SAR2-6 ка,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2022-12-06,Укрдержфонд,123,0,1046.1812999999993,335,1395,1395
SAR2-6 ка,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-12-01,Укрдержфонд,234,0,129.2039,120,97,97
Send test,Інші,Юридична особа,3411,КІРОВОГРАДСЬКА ОБЛАСТЬ,ГОЛОВАНІВСЬКИЙ РАЙОН,2309844411,2023-11-16,Укрдержфонд,0,0,13.1345,2,,0
TEST 2 [wf 01.09] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2022-09-01,Укрдержфонд,654,0,0.7261,1,5,5
TEST 2 [wf 01.09] Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-09-01,Укрдержфонд,43534543,0,129.2039,120,97,97
TEST 2 [wf 01.09] Бюджетна дотація за утримання корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2022-09-02,Укрдержфонд,789789,0,0.7261,1,5,5
TEST 2 [wf 01.09] Бюджетна дотація за утримання корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-09-05,Укрдержфонд,323432,0,129.2039,120,97,97
TEST 2 [wf 01.09] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,1123,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,КАМ’ЯНСЬКИЙ РАЙОН,3356217015,2022-09-03,Укрдержфонд,176762,0,62.9655,26,,0
TEST 2 [wf 01.09] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-09-01,Укрдержфонд,579435,0,129.2039,240,97,194
test steps v2.1 (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,13,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,30909920,2022-08-25,Укрдержфонд,345345.5,6500.5,466.4522500000001,122,,0
test steps v3.1,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-08-26,Укрдержфонд,67060.89,5640.66,129.2039,120,97,97
USAID АГРО_карбамід під ярі зернові та олійні в сезоні 2024 р. (Копія 1),Міжнародна гуманітарна допомога,Юридична особа,13,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,30909920,2023-11-02,Укрдержфонд,0,0,466.4522500000001,99,,0
USAID АГРО_карбамід під ярі зернові та олійні в сезоні 2024 р. (Копія 1),Міжнародна гуманітарна допомога,Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-11-01,Укрдержфонд,0,0,27.814999999999998,9,,0
USAID АГРО_карбамід під ярі зернові та олійні в сезоні 2024 р. (Копія 1) (Копія 1),Міжнародна гуманітарна допомога,ФОП,3279,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,2700708870,2023-10-30,Укрдержфонд,0,0,48.450599999999994,18,1,1
USAID АГРО_карбамід під ярі зернові та олійні в сезоні 2024 р. (Копія 1) (Копія 1),Міжнародна гуманітарна допомога,Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-10-26,Укрдержфонд,0,0,27.814999999999998,9,,0
V4 Часткова компенсація витрат сільгосптоваровиробникам на будівництво та/або реконструкцію меліоративних систем ,Пряме субсидування з Державного Бюджету,ФОП,3003,ЛЬВІВСЬКА ОБЛАСТЬ,ЛЬВІВСЬКИЙ РАЙОН,2984109730,2023-10-18,Укрдержфонд,51155.6000,0,4.7931,4,41,41
V4 Часткова компенсація витрат сільгосптоваровиробникам на будівництво та/або реконструкцію меліоративних систем ,Пряме субсидування з Державного Бюджету,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-10-18,Укрдержфонд,531000.3750,0,129.2039,35,97,97
V4 Часткова компенсація витрат сільгосптоваровиробникам на будівництво та/або реконструкцію меліоративних систем ,Пряме субсидування з Державного Бюджету,Юридична особа,395,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,37029376,2023-10-09,Укрдержфонд,323028.375,0,894.9453000000002,25,,0
Welcome OTP,Кредитування,Юридична особа,13,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,30909920,2022-12-23,"АКЦІОНЕРНЕ ТОВАРИСТВО ""ОТП БАНК""",1,0,466.4522500000001,122,,0
Бойові дії та окуповані,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),Юридична особа,2992,Не визначений,Не визначений,3224002379,2023-11-03,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",23423,0,1083.713,78,,0
Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2023-03-02,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,50000000,0,1231.7339299999974,704,206,206
Бюджетна дотація за утримання корів,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-02-14,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,145000,0,129.2039,240,97,194
Бюджетна дотація за утримання корів (Копія 3),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-04-12,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,230000,0,129.2039,120,97,97
Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,86,ВІННИЦЬКА ОБЛАСТЬ,ВІННИЦЬКИЙ РАЙОН,37261942,2023-03-22,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,23333,0,,0,,0
Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-02-14,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,123,0,129.2039,120,97,97
Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-03-22,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,123000,0,129.2039,120,97,97
Бюджетна субсидія на одиницю оброблюваних угідь (1 га)  (test2),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2022-08-31,Укрдержфонд,167400,0,129.2039,120,97,97
Бюджетна субсидія на одиницю оброблюваних угідь (1 га)  (test2),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,1099,СУМСЬКА ОБЛАСТЬ,РОМЕНСЬКИЙ РАЙОН,444422225555111,2022-08-31,Укрдержфонд,123659,0,39.889700000000005,17,,0
Бюджетна субсидія на одиницю оброблюваних угідь (1га),Надання грантів в рамках міжнародної фінансової допомоги,Юридична особа,86,ВІННИЦЬКА ОБЛАСТЬ,ВІННИЦЬКИЙ РАЙОН,37261942,2022-08-02,Укрдержфонд,500000,87000.5,,0,,0
Бюджетна субсидія на утримання корів усіх напрямів продуктивності (до 500 голів),Надання грантів в рамках міжнародної фінансової допомоги,ФОП,1035,ЛЬВІВСЬКА ОБЛАСТЬ,СТРИЙСЬКИЙ РАЙОН,43962276,2022-08-02,Укрдержфонд,560000,459999.54,0.355,1,790,790
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,4,ЛЬВІВСЬКА ОБЛАСТЬ,ЛЬВІВСЬКИЙ РАЙОН,20783151,2023-11-02,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,8.0001,4,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,4,ЛЬВІВСЬКА ОБЛАСТЬ,ЛЬВІВСЬКИЙ РАЙОН,20783151,2023-11-03,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,8.0001,4,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,8,МИКОЛАЇВСЬКА ОБЛАСТЬ,МИКОЛАЇВСЬКИЙ РАЙОН,42931891,2023-11-02,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,218.98759999999993,45,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,13,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,30909920,2023-11-01,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,466.4522500000001,99,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,13,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,30909920,2023-11-03,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,466.4522500000001,99,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,13,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,30909920,2023-11-04,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,466.4522500000001,99,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,14,ЛЬВІВСЬКА ОБЛАСТЬ,СТРИЙСЬКИЙ РАЙОН,34962443,2023-11-02,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,1.0,3,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,16,ХЕРСОНСЬКА ОБЛАСТЬ,КАХОВСЬКИЙ РАЙОН,39034959,2023-11-02,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,1305.0212999999997,151,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,17,ЛЬВІВСЬКА ОБЛАСТЬ,Не визначений,38429416,2023-11-02,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,452.41670000000005,162,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2023-11-01,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,1046.1812999999993,122,1395,1172
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2023-11-02,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,1046.1812999999993,122,1395,1172
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2023-11-03,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,1046.1812999999993,122,1395,1172
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2023-11-04,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,1046.1812999999993,122,1395,1172
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,20,ЖИТОМИРСЬКА ОБЛАСТЬ,ЖИТОМИРСЬКИЙ РАЙОН,32505852,2023-11-02,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,312.83129999999994,123,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,24,ЛЬВІВСЬКА ОБЛАСТЬ,ЧЕРВОНОГРАДСЬКИЙ РАЙОН,30690089,2023-11-02,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,209.84229999999997,143,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,24,ЛЬВІВСЬКА ОБЛАСТЬ,ЧЕРВОНОГРАДСЬКИЙ РАЙОН,30690089,2023-11-03,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,209.84229999999997,429,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,25,ДОНЕЦЬКА ОБЛАСТЬ,КРАМАТОРСЬКИЙ РАЙОН,25107992,2023-11-02,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,1815.4155999999998,246,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,25,ДОНЕЦЬКА ОБЛАСТЬ,КРАМАТОРСЬКИЙ РАЙОН,25107992,2023-11-03,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,1815.4155999999998,246,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,308,ВОЛИНСЬКА ОБЛАСТЬ,ВОЛОДИМИР-ВОЛИНСЬКИЙ РАЙОН,41692591,2023-11-04,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,28.075099999999996,6,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-11-01,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,27.814999999999998,9,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-11-03,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,27.814999999999998,12,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-11-04,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,27.814999999999998,9,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-11-06,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,27.814999999999998,9,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,3303,М. КИЇВ,СВЯТОШИНСЬКИЙ РАЙОН,4461339723,2023-11-01,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,,0,,0
Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Юридична особа,3303,М. КИЇВ,СВЯТОШИНСЬКИЙ РАЙОН,4461339723,2023-11-03,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,,0,,0
"Відновлення ґрунтів, уражених мінами та вибухонебезпечними пережитками війни, у Харківській області [TEST]",Міжнародна гуманітарна допомога,Фізична особа,15,МИКОЛАЇВСЬКА ОБЛАСТЬ,БАШТАНСЬКИЙ РАЙОН,2404408042,2023-07-28,FAO,0,0,12.8609,3,2,2
"Відновлення ґрунтів, уражених мінами та вибухонебезпечними пережитками війни, у Харківській області [TEST]",Міжнародна гуманітарна допомога,Фізична особа,3178,ВІННИЦЬКА ОБЛАСТЬ,ГАЙСИНСЬКИЙ РАЙОН,873465346834785,2023-08-08,FAO,0,0,,0,,0
"Відновлення ґрунтів, уражених мінами та вибухонебезпечними пережитками війни, у Харківській області [TEST]",Міжнародна гуманітарна допомога,Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-07-31,FAO,0,0,27.814999999999998,10,,0
Всі інші території України,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2023-06-02,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,23424,0,1231.7339299999974,704,206,206
